health_index,rul_hours,degradation_rate,anomaly_severity,egt_deviation,cht_deviation,oil_pressure_deviation,vibration_deviation,mission_duration,mission_altitude,engine_load,label
12.37,579.4,0.0111,0.133,44.8,28.0,-15.9,2.691,152.8,12799.0,86.7,2
68.53,847.6,0.0042,0.007,8.2,10.2,-6.2,1.705,138.6,13701.0,68.2,2
74.62,1189.7,0.0188,0.348,12.4,10.4,-3.8,0.91,186.1,9584.0,60.9,1
71.4,1449.1,0.0014,0.059,24.9,7.6,-4.6,0.102,274.0,801.0,51.8,1
64.5,1093.9,0.013,0.04,23.9,9.2,-5.0,0.765,262.8,8065.0,94.7,2
53.23,1058.7,0.01,0.155,25.9,13.8,-7.5,0.364,172.3,7542.0,50.8,1
60.66,1098.3,0.0117,0.139,21.9,12.5,-9.1,0.743,289.6,3739.0,62.0,1
75.48,1841.0,0.0431,0.192,13.2,9.4,-7.9,0.185,266.0,4235.0,54.8,0
100.0,1649.1,0.0246,0.0,3.7,1.6,1.5,0.349,244.2,14251.0,86.6,1
66.19,1111.3,0.0307,0.074,17.8,3.4,-10.1,0.678,38.8,9645.0,93.9,2
100.0,1512.8,0.0208,0.0,-6.3,3.9,0.8,0.0,275.1,2548.0,91.8,1
91.42,1535.9,0.002,0.0,7.1,0.8,-5.6,0.091,40.6,4100.0,53.8,0
62.36,863.4,0.0087,0.117,32.5,11.4,-6.1,0.961,231.0,177.0,94.4,2
27.0,657.1,0.001,0.016,48.7,27.2,-11.3,1.553,142.4,4589.0,82.7,2
19.14,561.8,0.0081,0.037,46.8,27.0,-15.3,1.493,164.1,11739.0,91.6,2
34.61,706.2,0.0013,0.037,43.4,17.2,-10.7,0.952,294.0,4719.0,53.3,2
100.0,2171.8,0.0031,0.0,1.5,2.8,1.5,0.0,228.6,11835.0,95.1,1
69.76,1231.7,0.0188,0.204,20.9,10.6,-1.7,0.941,65.8,13373.0,71.2,2
96.59,1689.6,0.0066,0.0,-1.8,1.1,0.9,0.0,215.6,14941.0,40.6,0
62.39,975.8,0.0131,0.287,15.1,10.7,-11.2,0.995,239.7,2565.0,49.5,1
47.36,881.3,0.0026,0.101,32.1,11.9,-9.2,0.71,251.6,3450.0,47.4,2
42.86,849.2,0.0048,0.341,29.2,14.9,-7.2,0.474,89.9,4413.0,88.0,2
69.78,1304.0,0.0046,0.063,22.1,6.1,-4.1,0.577,220.5,2307.0,85.3,2
100.0,1891.4,0.0216,0.0,1.8,0.7,-2.3,0.0,267.7,14728.0,97.7,1
97.43,1467.2,0.0238,0.0,2.6,3.0,-1.8,0.0,51.5,11565.0,46.7,0
53.46,1313.2,0.0073,0.04,22.3,17.3,-7.2,1.321,65.7,11150.0,49.2,1
100.0,1807.4,0.0181,0.0,-0.9,6.8,-1.1,0.0,296.8,4501.0,82.4,1
39.32,595.5,0.044,0.066,36.9,23.1,-10.2,1.415,176.0,4363.0,89.0,2
100.0,1842.1,0.0562,0.0,-4.3,3.9,1.3,0.0,293.3,11196.0,51.8,1
68.45,1298.3,0.0136,0.055,18.8,12.0,-3.5,1.055,269.8,12279.0,98.2,2
16.43,527.7,0.0103,0.179,40.4,32.5,-14.2,1.568,143.1,10510.0,56.6,2
88.38,1405.1,0.0151,0.399,11.6,3.7,-3.6,0.635,249.5,1.0,72.7,1
98.87,2020.1,0.0625,0.0,-0.5,-4.7,0.2,0.199,189.4,6243.0,46.3,1
52.64,1084.6,0.0407,0.067,28.2,14.3,-7.5,1.236,267.4,9200.0,50.3,1
93.16,1842.9,0.011,0.0,8.6,-0.6,-1.1,0.424,105.9,6916.0,53.9,0
60.17,843.9,0.0041,0.064,7.4,9.9,-5.7,1.034,225.7,7250.0,81.6,2
95.35,1713.8,0.0063,0.0,2.4,2.0,0.5,0.194,101.4,14362.0,51.9,0
94.32,1834.3,0.0198,0.0,3.8,0.7,-0.6,0.332,153.3,6362.0,61.7,0
100.0,1548.6,0.0395,0.0,-6.0,0.9,2.0,0.016,137.5,1553.0,53.8,0
98.8,1784.6,0.0192,0.0,-1.4,1.6,-1.8,0.218,248.3,13981.0,47.2,0
84.85,1578.9,0.0187,0.181,12.7,3.6,-2.0,0.0,128.8,13086.0,61.3,0
58.89,908.6,0.0033,0.069,14.8,9.2,-5.7,1.408,293.4,4665.0,60.6,1
100.0,1786.2,0.0032,0.0,4.4,6.5,-2.3,0.0,287.7,10628.0,95.2,1
89.37,1633.0,0.0025,0.242,11.0,0.3,-2.2,0.0,72.3,8273.0,71.2,0
79.86,1348.6,0.0121,0.246,3.2,4.2,-3.6,0.185,100.8,11486.0,87.9,1
83.53,1483.0,0.0845,0.069,0.2,2.9,-2.0,1.006,277.8,9424.0,86.1,2
95.67,2096.0,0.0144,0.0,-2.8,0.9,0.9,0.568,227.5,11998.0,46.5,0
100.0,1613.6,0.0048,0.0,5.0,-2.2,1.8,0.407,149.6,2323.0,52.0,0
89.95,1091.3,0.0174,0.131,12.3,0.2,0.1,0.761,187.2,8793.0,40.1,0
29.06,640.0,0.0096,0.117,40.8,21.1,-10.0,1.864,181.1,10191.0,74.3,2
53.41,1001.0,0.0204,0.008,26.9,12.1,-9.1,1.989,192.6,4428.0,68.5,2
97.37,2146.8,0.0347,0.0,3.4,-0.6,0.3,0.407,264.7,12312.0,77.1,1
85.56,1244.1,0.0192,0.162,12.1,7.8,-2.4,1.277,30.1,6922.0,89.9,1
69.52,1363.8,0.0394,0.004,19.9,8.5,-3.3,0.648,197.0,387.0,55.9,1
100.0,1619.9,0.0087,0.0,-2.3,-6.6,1.1,0.0,131.7,6458.0,79.5,1
89.85,1443.7,0.0004,0.064,-4.4,5.5,0.4,0.994,172.6,5432.0,63.9,0
100.0,1622.6,0.0392,0.0,-2.4,3.8,-1.3,0.233,61.3,6473.0,80.0,1
90.28,1540.8,0.0172,0.0,11.0,1.8,1.8,0.415,282.2,13522.0,89.7,1
55.4,983.6,0.0221,0.152,20.4,9.7,-9.3,1.984,163.7,7693.0,99.7,2
100.0,1578.3,0.0266,0.0,3.8,-1.9,1.4,0.839,136.9,6376.0,82.1,1
64.21,1034.2,0.0229,0.047,20.5,13.6,-6.5,1.454,60.0,374.0,42.0,1
100.0,1892.5,0.0469,0.0,3.8,4.1,-1.6,0.0,238.7,12295.0,69.3,0
100.0,1532.9,0.0018,0.0,-5.1,1.3,-0.7,0.048,231.1,4773.0,59.8,0
27.13,342.9,0.0036,0.107,41.1,25.6,-16.2,1.543,34.5,8886.0,82.0,2
100.0,1376.3,0.0128,0.0,-4.9,-3.6,0.1,0.314,121.5,2358.0,47.8,0
58.24,1169.2,0.004,0.103,22.9,15.9,-9.6,1.935,143.1,12952.0,85.6,2
58.7,1079.9,0.0223,0.041,31.8,17.0,-7.3,1.523,114.5,10833.0,82.9,2
67.68,1535.2,0.0015,0.023,15.4,10.3,-6.6,1.052,72.1,11092.0,73.7,2
82.33,1925.5,0.0139,0.123,9.4,0.3,-4.6,0.14,240.4,6496.0,96.5,1
24.2,621.4,0.0098,0.065,43.6,21.5,-12.0,1.298,113.4,7175.0,92.3,2
36.52,647.6,0.0081,0.081,28.4,19.3,-10.3,1.647,99.5,1445.0,61.9,2
98.08,1807.4,0.0001,0.0,2.3,-0.7,0.1,0.0,127.8,877.0,50.0,0
84.24,1364.3,0.0028,0.306,13.4,8.3,-2.8,0.126,261.4,10631.0,73.8,1
46.48,842.5,0.0234,0.053,22.5,17.1,-10.9,1.593,157.4,8267.0,97.5,2
86.98,1693.3,0.0061,0.218,-1.2,1.4,-5.8,0.0,141.0,11976.0,67.3,0
62.14,808.7,0.0514,0.082,25.2,10.1,-4.4,0.472,237.1,8629.0,40.9,1
100.0,1826.7,0.0405,0.0,4.8,5.5,-0.5,0.0,96.0,1030.0,56.2,0
31.31,714.5,0.0014,0.058,44.2,21.9,-9.7,1.187,112.1,8568.0,50.4,2
100.0,1514.7,0.0643,0.0,4.8,-0.0,2.3,0.0,175.5,12207.0,72.1,2
26.34,1038.6,0.0225,0.018,42.1,23.4,-11.3,2.305,234.0,4952.0,70.6,2
30.73,796.1,0.0163,0.022,34.8,19.3,-14.1,2.09,81.4,7412.0,51.7,2
73.06,1322.1,0.0035,0.068,18.3,7.3,-3.8,0.665,146.1,2955.0,54.4,1
92.81,1571.8,0.0185,0.0,4.3,-2.0,-2.5,0.0,149.3,8499.0,75.1,1
88.7,1579.1,0.0122,0.006,9.7,2.8,-3.3,0.615,155.5,1184.0,78.0,1
84.86,1333.5,0.0053,0.101,-1.0,9.1,-4.3,1.34,293.4,3399.0,69.7,0
70.1,1192.3,0.0208,0.138,14.8,7.3,-7.9,0.642,166.3,2349.0,77.2,2
100.0,1516.1,0.0076,0.0,-3.4,0.6,2.6,0.792,184.1,8491.0,70.6,0
62.75,1507.4,0.0149,0.028,15.3,7.7,-6.7,0.769,280.5,7313.0,94.9,2
100.0,1629.4,0.0368,0.0,-17.3,-2.4,-3.8,0.618,237.8,3054.0,48.0,0
100.0,2071.4,0.0384,0.0,-11.0,-2.7,1.5,1.049,180.4,14579.0,71.3,0
92.17,1413.5,0.0386,0.0,9.3,2.1,0.2,0.0,268.0,10738.0,53.9,0
90.02,1747.7,0.0059,0.0,1.9,6.2,0.5,0.026,295.3,2805.0,87.6,1
100.0,1527.7,0.0123,0.0,-13.6,2.5,-2.2,0.284,159.8,1006.0,81.5,1
81.68,1394.1,0.0268,0.11,9.0,4.6,-4.9,0.0,111.1,3346.0,96.5,1
70.76,1345.8,0.017,0.03,15.5,5.2,-6.1,1.256,157.0,5582.0,88.0,2
55.33,1197.7,0.0149,0.118,36.4,16.4,-11.4,0.922,153.8,13428.0,63.7,1
100.0,1930.5,0.0039,0.0,3.7,0.1,-1.6,0.217,299.6,1387.0,93.7,1
68.57,1575.5,0.0267,0.07,8.2,15.8,-5.7,0.0,76.6,11843.0,92.3,2
100.0,1290.3,0.0913,0.0,-1.5,2.6,4.5,0.0,291.9,7617.0,43.2,1
94.05,1445.4,0.0087,0.0,-0.3,2.6,-0.6,0.192,148.3,11012.0,47.5,0
100.0,1765.0,0.0255,0.0,-4.0,8.1,0.3,0.558,109.3,13433.0,84.8,1
72.57,1084.8,0.0316,0.137,17.4,12.8,-3.9,1.471,188.6,5622.0,52.6,1
70.24,1223.3,0.0767,0.067,14.1,10.2,-4.6,0.847,278.6,10748.0,86.7,2
29.88,513.9,0.0072,0.006,35.0,14.9,-8.1,1.637,137.4,8963.0,95.8,2
45.45,853.3,0.0212,0.014,28.8,18.9,-8.9,1.351,262.8,346.0,97.5,2
84.87,1631.6,0.0064,0.004,-0.9,1.2,-4.8,0.0,147.2,968.0,89.3,1
87.1,1421.7,0.0075,0.082,15.0,6.4,-3.0,0.975,192.8,46.0,58.0,0
56.29,1157.3,0.02,0.007,19.8,6.7,-9.3,1.192,105.5,4478.0,76.8,2
59.59,1036.7,0.0119,0.374,14.5,16.2,-3.6,1.387,115.7,8067.0,72.8,2
98.36,1936.4,0.004,0.0,7.0,6.3,-1.1,1.444,65.9,14804.0,81.1,1
96.47,1700.1,0.0204,0.0,13.0,-0.6,-2.7,0.934,297.2,14230.0,55.9,0
38.72,713.9,0.0107,0.003,37.0,21.6,-11.2,1.906,123.5,10767.0,41.5,2
55.99,1113.9,0.0107,0.042,20.1,13.7,-6.8,0.685,253.1,1424.0,83.5,2
100.0,1933.1,0.0162,0.0,10.2,3.2,-4.0,0.0,252.0,2480.0,87.9,1
76.43,1531.9,0.0746,0.258,17.3,4.5,-6.5,0.158,284.3,3077.0,46.8,1
43.42,976.0,0.0341,0.013,29.1,19.2,-7.6,1.211,196.2,7772.0,97.4,2
100.0,1654.7,0.042,0.0,-3.9,2.2,-0.5,0.0,82.8,12825.0,79.9,1
38.98,1074.3,0.0015,0.067,29.6,17.1,-9.6,1.302,198.2,3697.0,63.4,2
100.0,1918.8,0.0294,0.0,2.8,-5.4,-1.0,0.0,36.3,1911.0,90.1,1
100.0,1500.5,0.0297,0.0,2.1,0.8,-2.6,0.598,100.5,13496.0,49.2,0
84.79,1594.3,0.0156,0.033,7.8,10.9,-1.2,0.518,265.4,4207.0,77.1,1
77.72,1267.1,0.1063,0.194,13.1,5.5,-4.7,1.071,128.0,12739.0,91.8,2
50.87,664.2,0.0102,0.27,24.0,11.5,-5.8,0.503,37.8,1803.0,88.1,2
100.0,1895.3,0.0403,0.0,7.0,0.9,7.4,0.0,113.6,13649.0,86.7,1
100.0,1580.3,0.0149,0.0,2.3,-1.6,0.5,0.0,126.0,4645.0,55.1,0
41.06,977.1,0.0093,0.01,32.7,16.4,-7.7,1.938,84.8,5218.0,97.4,2
47.87,817.5,0.0003,0.012,27.4,11.4,-6.4,1.666,102.6,8782.0,43.0,2
53.25,680.3,0.0018,0.151,24.9,10.7,-7.2,1.37,74.6,3466.0,90.8,2
87.67,1801.6,0.0117,0.271,3.2,3.8,-0.3,0.493,168.9,14940.0,68.8,0
52.8,1174.7,0.025,0.223,30.1,16.8,-7.8,0.962,97.9,9396.0,67.8,2
100.0,1700.0,0.04,0.0,-0.4,-0.1,-2.6,0.076,101.0,8126.0,68.1,0
100.0,1942.0,0.0015,0.0,-3.4,2.1,-2.4,0.0,296.6,12870.0,98.5,1
100.0,1886.6,0.0257,0.0,5.5,-2.9,-0.1,0.0,193.3,13365.0,82.9,1
73.81,1588.9,0.0249,0.196,12.3,12.6,-5.4,0.0,246.5,8145.0,100.0,2
72.6,1137.3,0.0104,0.217,9.2,8.2,-6.4,1.416,175.7,672.0,80.4,2
100.0,1765.3,0.0031,0.0,7.4,-1.5,3.3,0.678,105.8,5754.0,92.8,1
72.66,1149.4,0.0201,0.144,13.3,7.2,-7.7,1.013,206.7,4567.0,93.6,2
67.8,1039.5,0.0097,0.1,21.4,9.9,-1.6,1.033,174.3,1230.0,49.8,1
49.45,1009.1,0.0349,0.244,23.5,17.9,-8.5,0.96,84.3,9070.0,49.5,2
89.06,1892.1,0.0424,0.05,7.2,1.7,-3.0,0.0,139.8,4440.0,65.2,0
53.68,979.5,0.0032,0.003,25.3,20.0,-2.9,0.918,41.7,4622.0,85.7,2
100.0,1820.3,0.0168,0.0,-2.9,-2.4,-4.0,0.742,204.4,2438.0,51.3,0
10.87,45.5,0.0128,0.344,40.6,23.8,-15.9,2.253,252.5,5008.0,50.5,2
74.73,1705.3,0.0066,0.01,9.5,10.0,-4.2,0.068,252.6,11151.0,57.0,1
100.0,1771.3,0.014,0.0,-4.5,1.5,0.5,0.44,125.9,1496.0,44.0,0
47.26,997.3,0.0448,0.458,32.5,18.6,-10.5,1.143,33.4,10583.0,79.6,2
100.0,1685.3,0.0059,0.0,-1.0,-0.6,-0.6,0.491,161.6,14655.0,79.4,1
63.15,1143.8,0.0129,0.038,20.2,12.7,-6.3,1.623,252.3,9565.0,44.1,1
100.0,1736.8,0.0062,0.0,11.7,-2.9,3.1,0.0,262.9,10281.0,63.8,0
75.47,1308.4,0.0121,0.169,12.6,7.9,-7.2,0.625,260.7,8743.0,43.6,0
100.0,1684.5,0.0108,0.0,-7.3,-1.2,3.6,0.0,161.2,1533.0,70.1,0
100.0,1740.6,0.0387,0.0,-0.9,1.7,-0.1,0.194,183.0,5100.0,93.7,1
58.82,1086.8,0.0005,0.001,27.0,13.9,-10.7,0.547,272.6,577.0,62.5,1
100.0,1939.7,0.0022,0.0,3.0,1.0,-0.1,0.574,182.2,10298.0,49.4,0
49.91,626.3,0.0069,0.039,26.0,14.2,-9.6,2.139,264.4,9488.0,98.9,2
77.84,1504.1,0.0121,0.112,11.6,5.5,-0.7,0.0,255.4,14507.0,52.6,0
30.18,459.3,0.0173,0.042,37.4,23.4,-10.2,1.479,98.5,11804.0,77.1,2
100.0,1761.2,0.0017,0.0,-6.1,2.0,2.1,0.465,171.2,10670.0,95.8,1
93.29,1702.4,0.0009,0.0,-2.8,1.3,-4.6,0.478,81.4,5868.0,41.7,0
100.0,2005.3,0.0443,0.0,1.3,-0.9,0.3,0.138,250.2,7500.0,48.0,0
100.0,1773.7,0.0116,0.0,1.3,0.2,-0.3,0.0,183.1,2176.0,85.6,1
100.0,1665.1,0.0391,0.0,2.7,-0.8,5.2,0.124,65.3,4741.0,79.5,1
55.25,1101.9,0.0243,0.075,30.3,11.9,-6.7,0.277,177.2,6207.0,97.9,2
48.96,1295.2,0.0561,0.024,32.5,16.2,-9.1,2.204,118.3,13796.0,96.3,2
63.43,907.8,0.0053,0.028,12.1,12.3,-6.0,0.614,220.1,5913.0,40.8,1
91.95,1811.2,0.0257,0.0,2.4,4.2,-4.2,0.305,292.9,6116.0,54.2,0
81.73,1346.8,0.0156,0.224,16.6,8.6,-4.0,0.274,116.8,13183.0,48.6,0
100.0,2252.6,0.0253,0.0,3.3,1.6,-0.7,0.0,114.9,6276.0,93.6,1
56.38,983.4,0.0092,0.043,27.4,11.0,-14.4,1.229,206.9,5566.0,93.4,2
92.01,1574.6,0.0565,0.0,9.2,1.6,-2.5,0.264,278.1,3177.0,64.9,1
100.0,1707.3,0.0037,0.0,-0.9,-1.8,-0.1,0.0,238.6,14822.0,97.2,1
72.91,1322.9,0.0339,0.013,10.3,2.9,-5.9,0.0,242.7,2706.0,94.3,2
100.0,1627.0,0.0046,0.0,6.7,0.6,1.0,0.516,76.9,3827.0,54.1,0
77.95,1507.0,0.0077,0.022,8.6,1.6,-2.7,0.041,46.7,3453.0,95.5,1
69.72,646.0,0.0007,0.012,19.2,10.5,-5.8,0.552,289.3,14949.0,69.3,2
90.14,1780.4,0.044,0.0,-2.9,1.8,-3.8,0.34,292.4,736.0,40.9,0
100.0,1904.9,0.0283,0.0,10.5,0.8,0.3,0.0,150.4,8699.0,44.2,0
73.59,1347.8,0.0202,0.022,15.3,6.3,-6.0,0.064,255.0,4945.0,82.9,2
87.13,1569.2,0.0119,0.398,8.4,2.9,-2.5,0.901,212.6,4389.0,41.8,0
100.0,1738.5,0.0001,0.0,-1.9,-2.2,-0.0,0.329,76.9,14228.0,93.4,1
71.35,1469.2,0.0152,0.029,9.2,7.6,-4.1,0.732,231.2,1438.0,54.0,1
88.39,2213.3,0.0387,0.137,8.8,5.7,-1.5,0.369,68.3,5261.0,40.0,0
60.7,1178.4,0.0093,0.13,23.7,19.8,-4.1,0.443,184.5,10573.0,92.9,2
83.41,1263.0,0.0082,0.18,7.8,4.0,-0.0,1.272,211.6,3712.0,59.6,0
92.94,1570.1,0.0392,0.0,13.6,-2.1,-2.2,0.0,155.1,10348.0,50.8,0
95.6,1751.0,0.0304,0.0,0.9,0.7,-1.5,0.0,279.7,9901.0,68.3,0
53.94,903.1,0.0052,0.074,26.7,15.2,-10.7,1.356,274.8,14712.0,86.6,2
17.94,143.6,0.0107,0.138,42.1,32.6,-14.1,1.415,191.1,7089.0,92.5,2
52.12,666.7,0.0037,0.034,35.0,11.3,-11.7,0.957,86.6,3576.0,73.5,2
97.61,1660.0,0.0528,0.0,3.6,1.8,1.5,0.0,223.7,6379.0,90.5,2
41.06,725.6,0.0307,0.57,29.9,19.3,-13.6,2.179,128.6,4057.0,50.3,2
47.23,720.2,0.0244,0.072,30.0,13.1,-8.6,1.582,75.2,256.0,77.5,2
24.17,316.3,0.0013,0.269,48.7,24.6,-13.2,2.343,298.2,2147.0,59.4,2
100.0,2048.6,0.0224,0.0,8.5,-0.6,4.2,0.287,76.3,4286.0,59.7,0
51.22,904.2,0.0081,0.113,27.4,14.8,-11.1,0.835,244.5,1122.0,58.1,1
39.74,998.0,0.0035,0.057,34.8,20.9,-10.6,0.735,95.0,7437.0,99.4,2
42.53,619.6,0.0008,0.037,19.8,17.8,-8.6,1.372,247.4,14378.0,51.4,2
84.08,1783.2,0.0329,0.148,2.9,2.4,-0.5,0.0,108.1,3101.0,92.5,1
57.88,928.8,0.0658,0.087,18.2,9.4,-6.2,0.212,85.5,1550.0,47.4,1
39.06,773.9,0.011,0.099,41.8,19.3,-13.0,2.334,76.6,2082.0,85.2,2
98.72,1680.7,0.1056,0.0,-0.1,-1.1,1.9,0.0,210.1,9652.0,45.5,1
100.0,1499.2,0.0199,0.0,-6.2,-1.5,-2.7,0.0,34.4,5725.0,93.3,1
93.19,1456.0,0.0024,0.0,11.9,4.7,-3.8,0.0,141.7,2871.0,65.2,0
65.53,1170.9,0.0411,0.125,25.9,10.7,-6.6,0.325,201.9,10182.0,84.4,2
9.83,151.5,0.0189,0.253,54.5,25.4,-12.4,2.961,187.8,2064.0,55.7,2
63.23,931.6,0.0155,0.03,15.4,12.3,-7.8,0.529,112.8,14155.0,91.8,2
57.9,1039.4,0.023,0.016,28.7,12.2,-4.6,1.173,175.1,2831.0,65.9,2
81.01,1629.8,0.0176,0.027,13.5,7.5,-2.5,0.258,267.8,13779.0,54.5,0
54.8,965.4,0.0109,0.018,25.1,14.1,-8.7,1.165,171.5,6458.0,65.6,2
91.27,1381.5,0.0031,0.0,2.0,-0.1,-3.8,0.0,172.9,13951.0,86.3,1
13.72,320.1,0.0072,0.086,45.3,25.1,-13.1,2.466,180.8,3484.0,64.3,2
100.0,1627.5,0.0049,0.0,-2.7,-3.2,0.0,0.0,191.2,4489.0,91.1,1
36.8,423.0,0.0182,0.042,34.7,15.5,-13.9,1.572,218.0,10132.0,59.2,2
87.46,1461.3,0.0377,0.034,6.6,4.0,-2.6,1.269,83.3,11453.0,64.5,0
100.0,1850.5,0.0132,0.0,2.2,-2.6,-3.8,0.849,168.5,11752.0,57.5,0
84.81,1349.5,0.0223,0.081,6.4,0.3,-1.1,0.982,289.6,1705.0,74.1,1
80.06,1786.9,0.0102,0.028,10.4,2.6,0.9,1.691,237.6,3874.0,67.2,0
70.69,1045.9,0.0104,0.038,15.9,8.9,-6.9,0.828,41.1,14176.0,65.7,2
100.0,1469.6,0.0094,0.0,-10.2,-2.7,-0.9,0.489,255.7,1297.0,76.5,1
66.71,1682.8,0.0159,0.045,22.4,8.1,-5.7,0.582,50.0,2376.0,79.4,2
45.33,1188.7,0.0155,0.311,28.0,11.7,-8.3,1.356,140.9,104.0,85.5,2
100.0,2011.2,0.0176,0.0,-7.8,-0.6,0.5,0.0,131.4,605.0,88.7,1
44.26,806.1,0.0157,0.006,29.1,19.1,-10.0,1.081,152.1,14560.0,61.3,2
41.67,845.3,0.0258,0.039,34.6,16.3,-11.2,2.042,97.5,2699.0,48.1,2
94.95,1899.0,0.0362,0.0,13.7,-0.4,-2.6,0.535,148.7,5619.0,98.4,1
100.0,1820.9,0.0031,0.0,7.9,7.5,0.5,0.627,296.0,12631.0,43.4,0
23.44,101.3,0.052,0.013,36.9,27.6,-16.0,2.043,294.4,7533.0,42.6,2
100.0,1941.6,0.01,0.0,-6.4,3.4,-2.1,0.0,292.7,151.0,91.4,1
75.24,1678.2,0.0294,0.23,8.0,9.4,-5.9,0.638,172.4,6074.0,95.2,1
84.13,1680.2,0.0142,0.054,9.6,-0.5,-6.2,0.0,262.3,6881.0,40.7,0
100.0,2161.9,0.0076,0.0,0.8,-0.1,0.6,0.199,256.4,4202.0,80.0,1
100.0,1805.4,0.0142,0.0,-2.2,-0.3,-2.2,0.0,85.3,10506.0,68.1,0
26.93,354.0,0.0159,0.007,42.5,19.9,-12.6,1.819,157.0,10177.0,87.9,2
35.34,371.4,0.0234,0.03,34.1,14.6,-10.0,2.657,53.0,2214.0,42.3,2
87.97,1600.7,0.0634,0.136,9.8,2.2,-1.1,0.0,218.3,7183.0,44.4,1
73.04,1245.2,0.0023,0.155,11.0,4.3,-4.8,1.218,73.8,9993.0,64.0,1
57.38,1432.8,0.0075,0.003,12.9,9.2,-7.8,0.816,241.7,10262.0,65.5,2
23.93,209.6,0.0109,0.088,40.3,23.1,-15.2,1.998,99.7,6410.0,80.3,2
14.81,149.4,0.0072,0.032,41.9,25.2,-15.4,1.862,74.4,3913.0,80.8,2
36.81,743.8,0.0127,0.099,36.9,20.6,-10.9,2.14,194.4,7735.0,81.3,2
100.0,1552.9,0.042,0.0,0.8,1.5,0.3,0.0,262.1,8436.0,88.7,1
63.55,760.2,0.0193,0.156,16.1,10.4,-7.6,0.668,297.1,8943.0,70.7,2
100.0,1765.6,0.1028,0.0,7.7,-2.0,0.3,0.0,72.7,4667.0,80.3,2
76.36,1441.5,0.0091,0.124,8.1,15.1,-4.9,0.006,132.9,5363.0,61.8,0
30.43,576.0,0.019,0.05,41.7,25.1,-13.7,1.936,140.1,14614.0,82.0,2
94.32,1382.9,0.0065,0.0,1.9,0.4,0.4,0.034,92.8,4320.0,41.4,0
100.0,1738.3,0.0207,0.0,-3.8,3.0,-1.9,0.387,268.5,2407.0,44.1,0
100.0,1637.1,0.0007,0.0,-0.2,-5.2,1.7,0.006,281.4,12269.0,93.2,1
91.18,1443.7,0.0289,0.0,3.0,1.6,1.0,0.344,162.9,351.0,93.4,1
76.45,1560.6,0.0079,0.131,17.0,8.9,-8.7,0.525,69.5,2598.0,49.2,0
100.0,1556.6,0.0251,0.0,0.0,8.3,2.4,0.557,197.7,8717.0,94.3,1
73.59,1390.3,0.0022,0.236,15.7,7.5,-7.8,0.585,264.2,356.0,92.8,2
18.12,284.8,0.0223,0.052,40.5,22.5,-15.3,1.827,120.9,7473.0,93.3,2
100.0,2014.2,0.0691,0.0,-3.6,-1.3,-0.1,0.128,124.0,13326.0,59.5,1
81.81,1212.1,0.0365,0.005,12.6,6.1,-2.4,0.535,141.1,542.0,62.0,0
64.25,975.9,0.013,0.047,26.0,9.4,-9.2,1.036,282.5,13561.0,95.4,2
100.0,2014.9,0.0032,0.0,-0.9,-2.3,-2.3,0.0,209.6,14745.0,74.0,1
13.81,115.5,0.0013,0.09,53.8,24.1,-15.1,1.955,247.9,7655.0,42.3,2
55.01,514.9,0.019,0.095,30.3,15.4,-5.9,0.843,197.2,4263.0,42.9,1
66.01,1336.7,0.0033,0.029,13.6,13.1,-6.1,1.392,158.3,14928.0,78.3,2
100.0,2022.2,0.0018,0.0,3.6,-1.6,3.0,0.0,224.8,4677.0,62.9,0
89.16,1379.7,0.009,0.07,1.2,0.1,-1.6,0.778,31.2,12636.0,73.5,1
99.76,1735.0,0.0239,0.0,5.7,-5.0,3.9,0.0,42.9,1767.0,50.9,0
59.21,656.2,0.135,0.004,25.7,9.0,-2.8,1.277,52.5,12182.0,47.8,1
65.09,1528.2,0.0107,0.388,16.9,14.9,-6.8,0.247,71.0,11928.0,96.0,2
54.75,845.1,0.0069,0.471,29.8,7.9,-5.6,1.676,297.8,12720.0,93.2,2
100.0,1450.8,0.0159,0.0,-3.7,2.5,-1.2,0.353,148.4,7583.0,48.9,0
29.22,503.4,0.006,0.267,41.6,23.8,-13.5,2.075,95.1,7532.0,68.0,2
63.63,1132.2,0.0007,0.063,19.3,11.4,-8.7,1.118,252.5,375.0,41.3,1
100.0,1991.2,0.0069,0.0,2.6,4.3,-1.9,0.0,247.4,430.0,62.3,0
49.56,1041.6,0.0228,0.066,24.0,18.6,-10.8,0.557,87.5,3641.0,97.8,2
100.0,1547.8,0.0005,0.0,12.1,-0.9,-1.1,0.0,228.9,8232.0,88.3,1
62.45,1064.8,0.0292,0.12,29.7,10.0,-7.5,0.779,103.8,10062.0,82.2,2
100.0,1919.6,0.0826,0.0,-3.3,3.3,-0.3,0.0,98.6,3633.0,93.9,2
4.57,8.6,0.0055,0.06,55.5,25.9,-16.5,2.388,220.1,1075.0,75.7,2
100.0,1960.9,0.0084,0.0,-2.4,-4.6,-2.5,0.0,116.3,7231.0,74.0,1
75.38,1130.0,0.0398,0.16,12.8,3.8,-5.7,1.521,267.3,6565.0,55.1,0
69.33,1278.0,0.0291,0.243,15.7,6.1,-5.2,0.807,273.0,3443.0,49.5,1
73.18,1401.6,0.0148,0.089,14.8,4.7,-7.0,0.621,244.5,9862.0,50.2,1
